kglID,Rank,Title,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2022,2527,Imagine: Rock Star,DS,2008,Simulation,Ubisoft,0.4,0.33,0,0.09,0.82
2023,2528,Shin Megami Tensei: Persona 4,PS2,2008,Role-Playing,Atlus,0.34,0.04,0.36,0.08,0.82
2024,2529,SingStar Vol. 2,PS3,2008,Misc,Sony Computer Entertainment,0.29,0.4,0,0.13,0.82
2025,2530,Shaun White Snowboarding,X360,NA,Sports,Ubisoft,0.48,0.26,0,0.08,0.82
662,2531,Madden NFL 25,PS4,2013,Sports,Electronic Arts,0.62,0.13,0,0.07,0.82
2026,2532,Twisted Metal ,PS3,2012,Action,Sony Computer Entertainment,0.67,0.07,0,0.07,0.82
2027,2533,Dragon Warrior III,GB,2000,Role-Playing,Enix Corporation,0,0,0.81,0,0.81
2028,2534,Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,2006,Action,Disney Interactive Studios,0.73,0.03,0,0.06,0.81
2029,2535,Ready 2 Rumble Boxing: Round 2,PS2,2000,Fighting,Midway Games,0.4,0.31,0,0.1,0.81
2030,2536,Kamaitachi no Yoru,SNES,1994,Adventure,ChunSoft,0,0,0.81,0,0.81
2031,2537,Patapon,PSP,2007,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.17,0.81
2032,2538,Tales of Destiny II,PS,2000,Role-Playing,Namco Bandai Games,0.06,0.04,0.66,0.05,0.81
2033,2539,Super Bomberman 2,SNES,1994,Puzzle,Hudson Soft,0,0,0.81,0,0.81
2034,2540,NASCAR 2001,PS,2000,Racing,Electronic Arts,0.45,0.31,0,0.05,0.81
2035,2541,EA Sports Active NFL Training Camp,Wii,2010,Sports,Electronic Arts,0.77,0,0,0.05,0.81
2036,2542,The Legend of Zelda: Four Swords Adventures,GC,2004,Action,Nintendo,0.63,0.16,0,0.02,0.81
2037,2543,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,1999,Sports,Konami Digital Entertainment,0,0,0.76,0.05,0.81
2038,2544,Guitar Hero Live,PS4,2015,Misc,Activision,0.32,0.35,0,0.13,0.81
2039,2545,Valkyrie Profile,PS,1999,Role-Playing,Enix Corporation,0.07,0.05,0.63,0.05,0.81
2040,2546,Final Fantasy Type-0,PSP,2011,Role-Playing,Unknown,0,0,0.81,0,0.81
620,2547,Pro Evolution Soccer 2010,X360,2009,Sports,Konami Digital Entertainment,0.12,0.58,0.03,0.08,0.81
2041,2548,Army Men: Sarge's Heroes,N64,1999,Action,3DO,0.68,0.12,0,0.01,0.81
2042,2549,Mega Man,NES,1987,Platform,Capcom,0.45,0.08,0.27,0.01,0.81
2043,2550,Tom Clancy's Rainbow Six 3,PS2,2004,Shooter,Ubisoft,0.4,0.31,0,0.1,0.81
1777,2551,Lego Batman 3: Beyond Gotham,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.35,0,0.13,0.81
2044,2552,EarthBound,SNES,1994,Role-Playing,Nintendo,0,0,0.81,0,0.81
1686,2553,DiRT 2,X360,2009,Racing,Codemasters,0.32,0.4,0,0.09,0.81
2045,2554,Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,Puzzle,Level 5,0.2,0.26,0.3,0.04,0.81
2046,2555,The Next Tetris,PS,1998,Puzzle,Atari,0.45,0.31,0,0.05,0.81
949,2556,Dying Light,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.43,0.3,0.01,0.07,0.81
1789,2557,NCAA Football 10,PS3,2009,Sports,Electronic Arts,0.75,0,0,0.06,0.81
1768,2558,Ben 10: Alien Force,Wii,2008,Action,Koch Media,0.52,0.21,0,0.07,0.81
2047,2559,World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,1998,Sports,Konami Digital Entertainment,0,0,0.75,0.05,0.81
2048,2560,Final Fantasy XI: Wings of the Goddess,PS2,2007,Role-Playing,Square Enix,0.35,0.27,0.09,0.09,0.81
1189,2561,The Sims 2,PS2,2005,Simulation,Electronic Arts,0.67,0.03,0,0.11,0.81
1773,2562,Guitar Hero: Metallica,X360,2009,Misc,Activision,0.52,0.21,0,0.07,0.81
1586,2563,NCAA Football 14,PS3,2013,Sports,Electronic Arts,0.75,0,0,0.06,0.8
2049,2564,MadWorld,Wii,2009,Action,Sega,0.46,0.25,0.02,0.07,0.8
1478,2565,Fight Night Champion,X360,2011,Fighting,Electronic Arts,0.4,0.33,0,0.07,0.8
2050,2566,Who wants to be a millionaire,PS,2000,Misc,Eidos Interactive,0.45,0.3,0,0.05,0.8
2051,2567,Yakuza,PS2,2005,Action,Sega,0.03,0.02,0.74,0.01,0.8
2052,2568,Star Wars Rogue Squadron III: Rebel Strike,GC,2003,Simulation,LucasArts,0.62,0.16,0,0.02,0.8
2053,2569,ABBA: You Can Dance,Wii,2011,Misc,Ubisoft,0.19,0.5,0,0.11,0.8
2054,2570,Moto Racer,PS,1997,Racing,Electronic Arts,0.45,0.3,0,0.05,0.8
2055,2571,Hitman: Contracts,PS2,2004,Shooter,Eidos Interactive,0.39,0.31,0,0.1,0.8
703,2572,The Sims 2: Pets,PSP,2006,Simulation,Electronic Arts,0.19,0.39,0,0.22,0.8
2056,2573,Final Fantasy Anthology,PS,1999,Role-Playing,Square EA,0.45,0.3,0,0.05,0.8
2057,2574,Aliens: Colonial Marines,X360,2013,Shooter,Sega,0.36,0.37,0,0.07,0.8
620,2575,Pro Evolution Soccer 2010,PSP,2009,Sports,Konami Digital Entertainment,0.09,0.33,0.2,0.18,0.8
2058,2576,[Prototype 2],X360,2012,Action,Activision,0.48,0.25,0,0.07,0.8
2059,2577,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010,Racing,Sega,0.37,0.35,0,0.07,0.8
2060,2578,Goldeneye 007: Reloaded,PS3,2011,Shooter,Activision,0.33,0.35,0,0.13,0.8
282,2579,NBA 2K16,PS3,2015,Sports,Take-Two Interactive,0.44,0.19,0.03,0.13,0.8
2061,2580,All Star Cheer Squad,Wii,2008,Sports,THQ,0.43,0.29,0,0.08,0.8
1363,2581,The Sims 2: Castaway,PSP,2007,Simulation,Electronic Arts,0.08,0.46,0,0.25,0.8
971,2582,Prince of Persia: Warrior Within,XB,2004,Action,Ubisoft,0.48,0.28,0,0.04,0.8
853,2583,Dragon's Dogma,X360,2012,Role-Playing,Capcom,0.42,0.24,0.07,0.06,0.8
1938,2584,Darksiders II,X360,2012,Action,THQ,0.45,0.28,0,0.07,0.8
2062,2585,Resident Evil: Revelations,PS3,2013,Action,Capcom,0.14,0.32,0.22,0.12,0.8
817,2586,Rayman Raving Rabbids 2,DS,2007,Misc,Ubisoft,0.73,0.01,0,0.06,0.8
2063,2587,Super Robot Taisen Î±,PS,2000,Strategy,Banpresto,0,0,0.75,0.05,0.8
2064,2588,PES 2009: Pro Evolution Soccer,PSP,2009,Sports,Konami Digital Entertainment,0.04,0.33,0.26,0.17,0.8
689,2589,Need for Speed: Hot Pursuit 2,GC,2002,Racing,Electronic Arts,0.68,0.09,0,0.02,0.8
1037,2590,Star Wars: The Force Unleashed II,Wii,2010,Action,LucasArts,0.54,0.19,0,0.06,0.8
1716,2591,Band Hero,X360,2009,Misc,Activision,0.51,0.22,0,0.07,0.8
2065,2592,Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013,Sports,Nintendo,0.39,0.22,0.13,0.06,0.8
2066,2593,Tales of Destiny 2,PS2,2002,Role-Playing,Namco Bandai Games,0,0,0.8,0,0.8
2067,2594,Capcom's Soccer Shootout,SNES,1993,Sports,Nintendo,0,0,0.8,0,0.8
2068,2595,Sniper: Ghost Warrior,PS3,2011,Shooter,City Interactive,0.26,0.36,0.04,0.14,0.8
2069,2596,The Godfather II,X360,2009,Action,Electronic Arts,0.47,0.24,0.01,0.08,0.79
574,2597,pro evolution soccer 2011,PSP,2010,Sports,Konami Digital Entertainment,0.05,0.3,0.29,0.16,0.79
2070,2598,Alien,2600,1981,Action,20th Century Fox Video Games,0.74,0.04,0,0.01,0.79
2071,2599,Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006,Fighting,Atari,0.66,0.02,0,0.11,0.79
2072,2600,The Walking Dead: Season One,PS3,2012,Adventure,Avanquest Software,0.4,0.25,0.03,0.11,0.79
1662,2601,Rayman Origins,X360,2011,Platform,Ubisoft,0.38,0.34,0,0.08,0.79
1284,2602,Guitar Hero: Aerosmith,PS2,2008,Misc,Activision,0.61,0,0,0.18,0.79
2073,2603,Ridge Racer,PS,1994,Racing,Sony Computer Entertainment,0,0,0.74,0.05,0.79
2074,2604,Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007,Role-Playing,Square Enix,0.42,0.03,0.3,0.04,0.79
2075,2605,Harvest Moon: A Wonderful Life,GC,2003,Role-Playing,Ubisoft,0.61,0.16,0,0.02,0.79
2076,2606,Momotarou Dentetsu 7,PS,1997,Simulation,Hudson Entertainment,0,0,0.74,0.05,0.79
2077,2607,Invizimals,PSP,2009,Strategy,Sony Computer Entertainment,0.17,0.51,0,0.11,0.79
2078,2608,Motocross Mania,PS,2001,Racing,Take-Two Interactive,0.44,0.3,0,0.05,0.79
1563,2609,Tiger Woods PGA Tour 10,PS3,2009,Sports,Electronic Arts,0.42,0.25,0,0.12,0.79
2079,2610,Star Wars The Clone Wars: Jedi Alliance,DS,2008,Action,LucasArts,0.62,0.11,0,0.07,0.79
2080,2611,WCW Mayhem,N64,1999,Fighting,Electronic Arts,0.63,0.15,0,0.01,0.79
2081,2612,Mega Man 5,NES,1992,Platform,Capcom,0.39,0.07,0.32,0.01,0.79
2082,2613,Star Ocean: The Last Hope,X360,2009,Role-Playing,Square Enix,0.32,0.2,0.21,0.06,0.79
2083,2614,Dance Dance Revolution SuperNOVA 2,PS2,2007,Simulation,Konami Digital Entertainment,0.64,0.03,0.02,0.1,0.79
2084,2615,Armored Core 2,PS2,2000,Simulation,Ubisoft,0.28,0.22,0.23,0.07,0.79
2085,2616,Dragon Quest Monsters 2,3DS,2014,Role-Playing,Square Enix,0,0,0.79,0,0.79
2086,2617,Ghost Squad,Wii,2007,Shooter,Sega,0.42,0.21,0.08,0.07,0.79
2087,2618,Dead Island: Riptide,X360,2013,Action,Deep Silver,0.44,0.27,0.01,0.07,0.79
2088,2619,Drawn to Life,DS,2007,Action,THQ,0.71,0.02,0,0.06,0.79
2089,2620,Major League Baseball Featuring Ken Griffey Jr,N64,1998,Sports,Nintendo,0.75,0.03,0,0.01,0.79
112,2621,FIFA 12,Wii,2011,Sports,Electronic Arts,0.16,0.52,0,0.11,0.79
2090,2622,Too Human,X360,2008,Role-Playing,Microsoft Game Studios,0.38,0.3,0.03,0.08,0.79
2000,2623,Sid Meier's Civilization Revolution,PS3,2008,Strategy,Take-Two Interactive,0.49,0.19,0.01,0.1,0.79
2091,2624,NCAA Football 08,PS2,2007,Sports,Electronic Arts,0.65,0.03,0,0.11,0.79
2092,2625,FIFA Soccer 2004,XB,2003,Sports,Electronic Arts,0.24,0.49,0,0.05,0.79
2093,2626,Personal Trainer: Walking,DS,2008,Sports,Nintendo,0.22,0.32,0.17,0.07,0.79
1364,2627,Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.79
2094,2628,PokePark 2: Wonders Beyond,Wii,2011,Action,Nintendo,0.27,0.2,0.27,0.05,0.79
2095,2629,Professor Layton and the Azran Legacy,3DS,2013,Puzzle,Nintendo,0,0.48,0.25,0.06,0.78
2096,2630,Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,Ubisoft,0.67,0.05,0.01,0.06,0.78
2097,2631,Yars' Revenge,2600,1982,Shooter,Atari,0.73,0.04,0,0.01,0.78
2098,2632,Lips,X360,2008,Misc,Microsoft Game Studios,0.12,0.56,0,0.1,0.78
2099,2633,Secret Agent Barbie: Royal Jewels Mission,GBA,2002,Platform,Vivendi Games,0.56,0.21,0,0.01,0.78
2100,2634,Metroid Prime Hunters,DS,2006,Shooter,Nintendo,0.58,0.04,0.11,0.06,0.78
2101,2635,The 7th Guest,PC,1992,Adventure,Virgin Interactive,0.01,0.77,0,0,0.78
2102,2636,Doom,PS,1994,Shooter,Infogrames,0.43,0.3,0,0.05,0.78
2103,2637,Buzz! The Hollywood Quiz,PS2,2007,Misc,Sony Computer Entertainment,0.17,0,0,0.61,0.78
2104,2638,Puzzler World,DS,2009,Puzzle,Ubisoft,0.41,0.3,0,0.07,0.78
2105,2639,My Little Pony: Pinkie Pie's Party,DS,2008,Adventure,THQ,0.72,0,0,0.06,0.78
2106,2640,We Sing,Wii,2009,Misc,Nordic Games,0,0.69,0,0.09,0.78
2107,2641,Marvel vs. Capcom: Clash of Super Heroes,PS,1999,Fighting,Capcom,0.43,0.3,0,0.05,0.78
2108,2642,God of War Saga,PS3,2012,Action,Sony Computer Entertainment,0.72,0,0,0.06,0.78
2109,2643,Battle Stations,PS,1997,Strategy,Electronic Arts,0.43,0.29,0,0.05,0.78
2110,2644,Tetris Party Deluxe,DS,2010,Puzzle,Nintendo,0.29,0.3,0.12,0.07,0.78
2111,2645,Pro Evolution Soccer 2016,PS4,2015,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.78
2112,2646,Worms: Open Warfare,PSP,2006,Strategy,THQ,0.11,0.43,0,0.24,0.78
2113,2647,Star Wars Battlefront: Elite Squadron,PSP,2009,Shooter,LucasArts,0.38,0.24,0,0.16,0.78
2114,2648,UFC Personal Trainer: The Ultimate Fitness System,X360,2011,Sports,THQ,0.53,0.19,0,0.06,0.78
1422,2649,Resident Evil: Operation Raccoon City,X360,2012,Action,Capcom,0.55,0.15,0.03,0.06,0.78
2115,2650,NBA 2K7,PS2,2006,Sports,Take-Two Interactive,0.65,0.02,0,0.11,0.78
2116,2651,Need for Speed: ProStreet,PSP,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.2,0.78
683,2652,Toy Story 3: The Video Game,X360,2010,Action,Disney Interactive Studios,0.41,0.29,0,0.07,0.78
2117,2653,Torneko no Daibouken: Fushigi no Dungeon,SNES,1993,Role-Playing,ChunSoft,0,0,0.78,0,0.78
2118,2654,Jr. Pac-Man,2600,1983,Puzzle,Atari,0.72,0.05,0,0.01,0.78
361,2655,James Bond 007: Nightfire,GC,2002,Shooter,Electronic Arts,0.6,0.16,0,0.02,0.78
2119,2656,Banjo-Kazooie: Nuts & Bolts,X360,2008,Platform,Microsoft Game Studios,0.32,0.36,0,0.09,0.78
2120,2657,NBA ShootOut 98,PS,1998,Sports,Sony Computer Entertainment,0.43,0.29,0,0.05,0.78
1838,2658,Avatar: The Game,X360,2009,Action,Ubisoft,0.34,0.35,0,0.08,0.78
2121,2659,Harry Potter and the Half-Blood Prince,Wii,2009,Action,Electronic Arts,0.28,0.4,0,0.09,0.77
1614,2660,DJ Hero,Wii,2009,Misc,Activision,0.47,0.23,0,0.07,0.77
2122,2661,Perfect Dark Zero,X360,2005,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77
2123,2662,Galaxian,2600,1982,Shooter,Atari,0.72,0.05,0,0.01,0.77
2124,2663,Andretti Racing,PS,1996,Racing,Electronic Arts,0.43,0.29,0,0.05,0.77
2125,2664,Caesars Palace 2000: Millennium Gold Edition,PS,2000,Misc,Interplay,0.43,0.29,0,0.05,0.77
662,2665,Madden NFL 25,XOne,2013,Sports,Electronic Arts,0.67,0.05,0,0.05,0.77
2126,2666,Air Raid,2600,1981,Action,Men-A-Vision,0.72,0.04,0,0.01,0.77
708,2667,Need For Speed: Undercover,PSP,2008,Racing,Electronic Arts,0.23,0.32,0.03,0.19,0.77
1978,2668,Duke Nukem Forever,PS3,2011,Shooter,Take-Two Interactive,0.33,0.31,0,0.12,0.77
2127,2669,Freedom Wars,PSV,2014,Role-Playing,Sony Computer Entertainment,0.22,0.14,0.32,0.1,0.77
2128,2670,Marvel Nemesis: Rise of the Imperfects,PS2,2005,Fighting,Electronic Arts,0.64,0.02,0,0.1,0.77
2129,2671,Boxing,2600,1980,Fighting,Activision,0.72,0.04,0,0.01,0.77
2130,2672,Need for Speed: Porsche Unleashed,PS,1999,Racing,Electronic Arts,0.43,0.29,0,0.05,0.77
2131,2673,Dragon Ball: Raging Blast,PS3,2009,Fighting,Namco Bandai Games,0.37,0.19,0.11,0.1,0.77
2132,2674,Crystal Castles,2600,1983,Action,Atari,0.72,0.04,0,0.01,0.77
2133,2675,Conker's Bad Fur Day,N64,2001,Platform,THQ,0.53,0.22,0,0.02,0.77
2134,2676,Dragon Warrior I&II,GB,1999,Role-Playing,Enix Corporation,0,0,0.77,0,0.77
2135,2677,Star Wars Episode II: Attack of the Clones,GBA,2002,Action,THQ,0.55,0.2,0,0.01,0.77
2136,2678,My Baby Girl,DS,2008,Simulation,Nobilis,0.61,0.1,0,0.06,0.77
929,2679,LEGO Batman 2: DC Super Heroes,DS,2012,Action,Warner Bros. Interactive Entertainment,0.43,0.27,0,0.06,0.77
2137,2680,Twisted Metal: Head On,PSP,2005,Action,Sony Computer Entertainment,0.71,0,0,0.06,0.77
2138,2681,Conflict: Desert Storm II - Back to Bagdhad,PS2,2003,Shooter,SCi,0.38,0.29,0,0.1,0.77
2139,2682,Maximo: Ghosts to Glory,PS2,2001,Platform,Capcom,0.38,0.29,0,0.1,0.77
2140,2683,Pokemon Dash,DS,2004,Racing,Nintendo,0.21,0.14,0.38,0.04,0.77
2141,2684,Donkey Kong Country 3,GBA,2005,Platform,Nintendo,0.45,0.17,0.14,0.01,0.77
2142,2685,All-Star Baseball 2003,PS2,2002,Sports,Acclaim Entertainment,0.38,0.29,0,0.1,0.77
2143,2686,Unlimited Saga,PS2,2002,Role-Playing,Atari,0.1,0.08,0.56,0.03,0.77
2144,2687,Cabela's Deer Hunt: 2004 Season,PS2,2003,Sports,Activision Value,0.37,0.29,0,0.1,0.76
651,2688,Sonic Unleashed,PS2,2008,Platform,Sega,0.37,0.04,0,0.36,0.76
2145,2689,Formula 1,PS,1996,Racing,Psygnosis,0.18,0.12,0.42,0.05,0.76
1463,2690,Plants vs. Zombies: Garden Warfare,PS3,2014,Shooter,Electronic Arts,0.22,0.4,0.01,0.14,0.76
2146,2691,Raving Rabbids: Travel in Time,Wii,2010,Adventure,Ubisoft,0.22,0.47,0,0.08,0.76
2147,2692,The Sims 3,3DS,2011,Simulation,Electronic Arts,0.3,0.37,0.03,0.07,0.76
1351,2693,Driv3r,XB,2004,Racing,Atari,0.36,0.38,0,0.03,0.76
2148,2694,Mercenaries: Playground of Destruction,PS2,2005,Action,LucasArts,0.64,0.02,0,0.1,0.76
2149,2695,MTV Celebrity Deathmatch,PS2,2003,Fighting,Gotham Games,0.37,0.29,0,0.1,0.76
2150,2696,Street Fighter Alpha: Warriors' Dreams,PS,1995,Fighting,Virgin Interactive,0.17,0.11,0.43,0.05,0.76
2151,2697,Mortal Kombat,PSV,2012,Fighting,Warner Bros. Interactive Entertainment,0.47,0.18,0,0.12,0.76
2152,2698,ISS Pro Evolution,PS,1998,Sports,Konami Digital Entertainment,0,0,0.71,0.05,0.76
1756,2699,Lost Planet 2,X360,2010,Shooter,Capcom,0.38,0.24,0.08,0.06,0.76
2153,2700,SoulCalibur V,PS3,2012,Fighting,Namco Bandai Games,0.35,0.24,0.07,0.1,0.76
697,2701,Portal 2,PC,2011,Shooter,Valve Software,0.33,0.32,0,0.11,0.76
2154,2702,Super Monkey Ball: Touch & Roll,DS,2005,Misc,Sega,0.7,0.01,0,0.06,0.76
2155,2703,Pro Evolution Soccer 2015,PS4,2014,Sports,Konami Digital Entertainment,0.09,0.43,0.11,0.13,0.76
2156,2704,Drawn to Life: The Next Chapter,Wii,2009,Puzzle,THQ,0.29,0.39,0,0.08,0.76
2157,2705,The Lord of the Rings: Conquest,PS3,2009,Action,Electronic Arts,0.38,0.26,0,0.12,0.76
2158,2706,Final Fantasy II,NES,1988,Role-Playing,SquareSoft,0,0,0.76,0,0.76
1425,2707,Tony Hawk's Pro Skater 2,N64,2001,Sports,Activision,0.59,0.16,0,0.01,0.76
2159,2708,Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,2002,Misc,Namco Bandai Games,0,0,0.76,0,0.76
2160,2709,Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005,Role-Playing,Capcom,0.09,0.03,0.62,0.02,0.76
2161,2710,Syphon Filter: The Omega Strain,PS2,2004,Shooter,Sony Computer Entertainment,0.37,0.29,0,0.1,0.76
182,2711,FIFA Soccer 11,PS2,2010,Sports,Electronic Arts,0.11,0.29,0,0.36,0.76
2162,2712,Deer Drive,Wii,2009,Sports,Big Ben Interactive,0.67,0.04,0,0.05,0.76
2163,2713,Kane & Lynch: Dead Men,X360,2007,Shooter,Eidos Interactive,0.36,0.31,0.01,0.08,0.76
236,2714,Assassin's Creed: Revelations,PC,2011,Action,Ubisoft,0.14,0.48,0,0.14,0.76
796,2715,Mortal Kombat: Deception,XB,2004,Fighting,Midway Games,0.61,0.12,0,0.03,0.76
2164,2716,Ace Attorney Investigations: Miles Edgeworth,DS,2009,Adventure,Capcom,0.27,0.15,0.3,0.04,0.76
2165,2717,That's So Raven,GBA,2004,Adventure,Disney Interactive Studios,0.54,0.2,0,0.01,0.76
115,2718,FIFA 15,Wii,2014,Sports,Electronic Arts,0.24,0.46,0,0.06,0.76
2166,2719,Marvel vs. Capcom 2: New Age of Heroes,PS2,2002,Fighting,Capcom,0.31,0.24,0.13,0.08,0.76
504,2720,Need for Speed: Shift,PSP,2009,Racing,Electronic Arts,0.16,0.38,0.01,0.21,0.76
2163,2721,Kane & Lynch: Dead Men,PS3,2007,Shooter,Eidos Interactive,0.29,0.32,0.01,0.13,0.76
1245,2722,Dark Souls II,X360,2014,Role-Playing,Namco Bandai Games,0.48,0.2,0.01,0.06,0.76
2167,2723,True Crime: New York City,PS2,2005,Action,Activision,0.57,0.02,0.07,0.09,0.76
2168,2724,Legends of Wrestling,PS2,2001,Fighting,Acclaim Entertainment,0.37,0.29,0,0.1,0.76
2169,2725,Rockstar Games presents Table Tennis,X360,2006,Sports,Take-Two Interactive,0.28,0.39,0,0.09,0.76
2170,2726,Monopoly Streets,Wii,2010,Misc,Electronic Arts,0.24,0.44,0,0.08,0.76
2171,2727,Genji: Days of the Blade,PS3,2006,Action,Sony Computer Entertainment,0.18,0.38,0.06,0.14,0.76
2172,2728,Harvest Moon: Animal Parade,Wii,2008,Simulation,Rising Star Games,0.6,0.09,0.02,0.05,0.76
2173,2729,Final Fantasy Legend III,GB,1991,Role-Playing,SquareSoft,0,0,0.76,0,0.76
2174,2730,Total War: Rome II,PC,2013,Strategy,Sega,0.12,0.53,0,0.11,0.76
2175,2731,Rare Replay,XOne,2015,Misc,Microsoft Game Studios,0.47,0.21,0.01,0.07,0.75
2176,2732,Spectrobes,DS,2007,Role-Playing,Disney Interactive Studios,0.67,0.03,0,0.06,0.75
1119,2733,Wall-E,PS2,2008,Platform,THQ,0.21,0,0,0.54,0.75
1344,2734,WWE SmackDown vs. Raw 2009,PSP,2008,Fighting,THQ,0.41,0.21,0,0.14,0.75
1716,2735,Band Hero,PS3,2009,Misc,Activision,0.41,0.24,0,0.11,0.75
2177,2736,Mega Man X5,PS,2000,Platform,Capcom,0.3,0.21,0.2,0.05,0.75
2178,2737,Tearaway,PSV,2013,Adventure,Sony Computer Entertainment Europe,0.17,0.39,0,0.19,0.75
2010,2738,DJ Hero 2,PS3,2010,Misc,Activision,0.47,0.19,0,0.09,0.75
2069,2739,The Godfather II,PS3,2009,Action,Electronic Arts,0.41,0.22,0.01,0.11,0.75
1426,2740,WWE SmackDown vs. Raw 2010,Wii,2009,Fighting,THQ,0.51,0.17,0,0.07,0.75
2179,2741,Turok,X360,2008,Action,Touchstone,0.46,0.21,0.01,0.07,0.75
2058,2742,[Prototype 2],PS3,2012,Action,Activision,0.36,0.28,0,0.11,0.75
2180,2743,Shark Tale,PS2,2004,Action,Activision,0.37,0.29,0,0.1,0.75
2181,2744,San Francisco Rush: Extreme Racing,N64,1997,Racing,GT Interactive,0.63,0.11,0,0.01,0.75
2003,2745,The Amazing Spider-Man ,X360,2012,Action,Activision,0.43,0.26,0,0.06,0.75
2182,2746,Zone of the Enders,PS2,2001,Shooter,Konami Digital Entertainment,0.3,0.24,0.13,0.08,0.75
1915,2747,Red Faction: Guerrilla,PS3,2009,Shooter,THQ,0.33,0.28,0.02,0.12,0.75
2183,2748,Street Fighter EX Plus Alpha,PS,1997,Fighting,Virgin Interactive,0.28,0.19,0.23,0.05,0.75
193,2749,Madden NFL 06,PSP,2005,Sports,Electronic Arts,0.69,0,0,0.06,0.75
2184,2750,Coded Arms,PSP,2005,Shooter,Konami Digital Entertainment,0.28,0.29,0,0.18,0.75
597,2751,Tony Hawk's Underground 2,XB,2004,Sports,Activision,0.48,0.24,0,0.03,0.75
2185,2752,Tales of Vesperia,X360,2008,Role-Playing,Atari,0.32,0.18,0.19,0.05,0.75
2186,2753,X-Men Origins: Wolverine - Uncaged Edition,PS3,2009,Action,Activision,0.31,0.32,0,0.13,0.75
2187,2754,Madagascar: Escape 2 Africa,DS,2008,Action,Activision,0.42,0.26,0,0.07,0.75
2188,2755,Split/Second,PS3,2010,Racing,Disney Interactive Studios,0.31,0.31,0.01,0.12,0.75
2189,2756,Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001,Fighting,Capcom,0.22,0.17,0.3,0.06,0.75
2190,2757,MVP 06 NCAA Baseball,PS2,2006,Sports,Electronic Arts,0.62,0.02,0,0.1,0.75
621,2758,Just Dance 2015,WiiU,2014,Misc,Ubisoft,0.4,0.28,0,0.07,0.75
2191,2759,Borderlands: The Pre-Sequel,X360,2014,Shooter,Take-Two Interactive,0.46,0.22,0.01,0.06,0.75
810,2760,LittleBigPlanet 3,PS3,2014,Platform,Sony Computer Entertainment,0.2,0.43,0.01,0.11,0.75
1848,2761,Marvel: Ultimate Alliance 2,PS3,2009,Role-Playing,Activision,0.49,0.16,0,0.09,0.75
444,2762,Sega Superstars Tennis,DS,2008,Sports,Sega,0.29,0.37,0,0.08,0.75
2072,2763,The Walking Dead: Season One,X360,2012,Adventure,Avanquest Software,0.55,0.14,0,0.05,0.75
2192,2764,Ace Combat: Assault Horizon,PS3,2011,Action,Namco Bandai Games,0.3,0.16,0.22,0.07,0.74
2193,2765,Jump Ultimate Stars,DS,2006,Fighting,Nintendo,0,0,0.74,0,0.74
2194,2766,Jampack Summer 2001,PS2,2001,Misc,Sony Computer Entertainment,0.36,0.28,0,0.1,0.74
2195,2767,Resonance of Fate,PS3,2010,Role-Playing,Sega,0.2,0.22,0.24,0.09,0.74
2196,2768,Burnout,PS2,2001,Racing,Acclaim Entertainment,0.36,0.28,0,0.1,0.74
1327,2769,Tom Clancy's Rainbow Six: Vegas,PSP,2007,Shooter,Ubisoft,0.42,0.19,0,0.14,0.74
505,2770,Final Fantasy XIII-2,X360,2011,Role-Playing,Square Enix,0.36,0.3,0.02,0.06,0.74
929,2771,LEGO Batman 2: DC Super Heroes,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.41,0.27,0,0.06,0.74
2197,2772,Mortal Kombat: Unchained,PSP,2006,Fighting,Midway Games,0.67,0.01,0,0.06,0.74
2198,2773,Mario & Luigi: Paper Jam,3DS,2015,Role-Playing,Nintendo,0.16,0.3,0.25,0.04,0.74
2199,2774,Yu-Gi-Oh! Dungeon Dice Monsters,GBA,2001,Misc,Konami Digital Entertainment,0.42,0.16,0.15,0.01,0.74
1649,2775,Brink,PS3,2011,Shooter,Bethesda Softworks,0.29,0.32,0.01,0.12,0.74
616,2776,LEGO Marvel Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.31,0.35,0.02,0.06,0.74
